QID,PID,QueryCommand,QueryType,QueryValue,Filter1_operator,Filter1,Filter2_operator,Filter2,Filter3_operator,Filter3,Filter4_operator,Filter4,Filter5_operator,Filter5,CreateTime,UpdateTime
384,1691,"SELECT TOP 1 ISNULL(ROUND(MAX(CONVERT(float,a.[MeasData])),3),'') as 'MAX'
FROM [10.44.65.110].[SPC_PPT].[dbo].[Var_Data] AS a WITH (NOLOCK)
	  INNER JOIN [10.44.65.110].[SPC_PPT].[dbo].[Var_DataGroup] AS b WITH (NOLOCK) ON a.[DataGroupID] = b.[DataGroupID] 
	  INNER JOIN [10.44.65.110].[SPC_PPT].[dbo].[Var_Ctrl] AS c WITH (NOLOCK) ON b.[CtrlID] = c.[CtrlID]
	  INNER JOIN [10.44.65.110].[SPC_PPT].[dbo].[Var_File] AS d WITH (NOLOCK) ON c.[FileID] = d.[FileID]
	  INNER JOIN [10.44.65.110].[SPC_PPT].[dbo].[Var_FileGroup] AS e WITH (NOLOCK) ON d.[FileGroupID] = e.[FileGroupID]
WHERE 1=1
AND d.[FileFactory] = '13新豐廠H3'
AND e.[FileGroupName] = '13ENEPIG_化鎳金'
AND d.[FileName] IN ('13ENEPIG_ENEPIG#3_金厚度_SHORTRUN','13ENEPIG_金厚度_SHORTRUN')
AND c.[CtrlName] = '金厚度(T)_other'
AND b.[L2] LIKE '%VarLot%'
GROUP BY d.[FileFactory]",SPC,MAX,=,13新豐廠H3,=,13ENEPIG_化鎳金,IN,"13ENEPIG_ENEPIG#3_金厚度_SHORTRUN,13ENEPIG_金厚度_SHORTRUN",=,金厚度(T)_other,批號,一階,2024-06-19 17:12:49.310,2024-06-19 17:12:49.310
383,1690,"SELECT TOP 1 ISNULL(ROUND(AVG(CONVERT(float,a.[MeasData])),3),'') as 'AVG'
FROM [10.44.65.110].[SPC_PPT].[dbo].[Var_Data] AS a WITH (NOLOCK)
	  INNER JOIN [10.44.65.110].[SPC_PPT].[dbo].[Var_DataGroup] AS b WITH (NOLOCK) ON a.[DataGroupID] = b.[DataGroupID] 
	  INNER JOIN [10.44.65.110].[SPC_PPT].[dbo].[Var_Ctrl] AS c WITH (NOLOCK) ON b.[CtrlID] = c.[CtrlID]
	  INNER JOIN [10.44.65.110].[SPC_PPT].[dbo].[Var_File] AS d WITH (NOLOCK) ON c.[FileID] = d.[FileID]
	  INNER JOIN [10.44.65.110].[SPC_PPT].[dbo].[Var_FileGroup] AS e WITH (NOLOCK) ON d.[FileGroupID] = e.[FileGroupID]
WHERE 1=1
AND d.[FileFactory] = '13新豐廠H3'
AND e.[FileGroupName] = '13ENEPIG_化鎳金'
AND d.[FileName] IN ('13ENEPIG_ENEPIG#3_金厚度_SHORTRUN','13ENEPIG_金厚度_SHORTRUN')
AND c.[CtrlName] = '金厚度(T)_other'
AND b.[L2] LIKE '%VarLot%'
GROUP BY d.[FileFactory]",SPC,AVG,=,13新豐廠H3,=,13ENEPIG_化鎳金,IN,"13ENEPIG_ENEPIG#3_金厚度_SHORTRUN,13ENEPIG_金厚度_SHORTRUN",=,金厚度(T)_other,批號,一階,2024-06-19 17:12:49.310,2024-06-19 17:12:49.310
382,1680,"SELECT TOP 1 [PARAMETER_VALUE]
FROM [utchfacmrpt].[report].[dbo].[view_OPParam] WITH (NOLOCK)
WHERE [LayerName] = 'VarLayer'
AND [PartNum] = 'VarPart'
AND [Revision] = 'VarRev'
AND [ProcName] IN ('EPG1EPG1','EPG2EPG1','HSF1EPG1')
AND [PARAMETER_DESC] = 'S面鍍金面積(plating area) (SF)'",OP參數,參數中值,IN,"EPG1EPG1,EPG2EPG1,HSF1EPG1",=,S面鍍金面積(plating area) (SF),,,,,,,2024-06-19 17:12:49.310,2024-06-19 17:12:49.310
381,1679,"SELECT TOP 1 [PARAMETER_VALUE]
FROM [utchfacmrpt].[report].[dbo].[view_OPParam] WITH (NOLOCK)
WHERE [LayerName] = 'VarLayer'
AND [PartNum] = 'VarPart'
AND [Revision] = 'VarRev'
AND [ProcName] IN ('EPG1EPG1','EPG2EPG1','HSF1EPG1')
AND [PARAMETER_DESC] = 'C面鍍金面積(plating area) (SF)'",OP參數,參數中值,IN,"EPG1EPG1,EPG2EPG1,HSF1EPG1",=,C面鍍金面積(plating area) (SF),,,,,,,2024-06-19 17:12:49.310,2024-06-19 17:12:49.310
380,1646,"SELECT TOP 1 [PARAMETER_VALUE]
FROM [utchfacmrpt].[report].[dbo].[view_OPParam] WITH (NOLOCK)
WHERE [LayerName] = 'VarLayer'
AND [PartNum] = 'VarPart'
AND [Revision] = 'VarRev'
AND [ProcName] IN ('EPG1EPG1','EPG2EPG1')
AND [PARAMETER_DESC] = 'S面鍍金面積(plating area) (SF)'",OP參數,OP參數,IN,"EPG1EPG1,EPG2EPG1",=,S面鍍金面積(plating area) (SF),,,,,,,2024-06-19 17:12:49.310,2024-06-19 17:12:49.310
379,1645,"SELECT TOP 1 [PARAMETER_VALUE]
FROM [utchfacmrpt].[report].[dbo].[view_OPParam] WITH (NOLOCK)
WHERE [LayerName] = 'VarLayer'
AND [PartNum] = 'VarPart'
AND [Revision] = 'VarRev'
AND [ProcName] IN ('EPG1EPG1','EPG2EPG1')
AND [PARAMETER_DESC] = 'C面鍍金面積(plating area) (SF)'",OP參數,OP參數,IN,"EPG1EPG1,EPG2EPG1",=,C面鍍金面積(plating area) (SF),,,,,,,2024-06-19 17:12:49.310,2024-06-19 17:12:49.310
378,1576,"Imports System
  Public Class Calculator
    Public Function Calculate() as String
    Dim result As String = """"
    result = (CDbl(""var1"")+CDbl(""var2""))*CDbl(""var3"")
    Return result
  End Function
End Class",欄位間計算,,,"正面面積 (SF),背面面積 (SF),片數",,(var1+var2)*var3,,,,,,,2024-06-19 17:12:49.310,2024-06-19 17:12:49.310
377,1575,"SELECT TOP 1 [PARAMETER_VALUE]
FROM [utchfacmrpt].[report].[dbo].[view_OPParam] WITH (NOLOCK)
WHERE [LayerName] = 'VarLayer'
AND [PartNum] = 'VarPart'
AND [Revision] = 'VarRev'
AND [ProcName] IN ('EPG1EPG1','EPG2EPG1')
AND [PARAMETER_DESC] = 'S面鍍金面積(plating area) (SF)'",OP參數,OP參數,IN,"EPG1EPG1,EPG2EPG1",=,S面鍍金面積(plating area) (SF),,,,,,,2024-06-19 17:12:49.310,2024-06-19 17:12:49.310
376,1574,"SELECT TOP 1 [PARAMETER_VALUE]
FROM [utchfacmrpt].[report].[dbo].[view_OPParam] WITH (NOLOCK)
WHERE [LayerName] = 'VarLayer'
AND [PartNum] = 'VarPart'
AND [Revision] = 'VarRev'
AND [ProcName] IN ('EPG1EPG1','EPG2EPG1')
AND [PARAMETER_DESC] = 'C面鍍金面積(plating area) (SF)'",OP參數,OP參數,IN,"EPG1EPG1,EPG2EPG1",=,C面鍍金面積(plating area) (SF),,,,,,,2024-06-19 17:12:49.310,2024-06-19 17:12:49.310
375,1721,"SELECT TOP 1 [線寬距(L/S)_S面]
FROM [UTCHFACMRPT_REAL].[DM].[dbo].[view_MFReportWIP_H3] WITH(NOLOCK)
WHERE [LotID] = 'VarLot' AND [ProdLayer] = 'VarLayer'",其他,,,,,,,,,,,,2024-06-19 17:12:49.310,2024-06-19 17:12:49.310
374,1720,"SELECT TOP 1 [ABF_Type]
FROM [UTCHFACMRPT_REAL].[DM].[dbo].[view_MFReportWIP_H3] WITH(NOLOCK)
WHERE [LotID] = 'VarLot' AND [ProdLayer] = 'VarLayer'",其他,,,,,,,,,,,,2024-06-19 17:12:49.310,2024-06-19 17:12:49.310
373,1719,"SELECT TOP 1 'BU' + CAST([PressCount] AS nvarchar) AS 增層層別
FROM [UTCHFACMRPT].[acme].[dbo].[PartInfo_ACME] WITH (NOLOCK)
WHERE [LineId] = 29 AND [PartNum] = 'VarPart' AND [Revision] = 'VarRev' AND TRIM([LayerName]) = 'VarLayer'",其他,,,,,,,,,,,,2024-06-19 17:12:49.310,2024-06-19 17:12:49.310
372,1623,"SELECT TOP 1 [Panel_PCS]
FROM [UTCHFACMRPT_REAL].[DM].[dbo].[view_MFReportWIP_H3] WITH(NOLOCK)
WHERE [LotID] = 'VarLot' AND [ProdLayer] = 'VarLayer'",其他,,,,,,,,,,,,2024-06-19 17:12:49.310,2024-06-19 17:12:49.310
371,1622,"SELECT TOP 1 [線寬距(L/S)_S面]
FROM [UTCHFACMRPT_REAL].[DM].[dbo].[view_MFReportWIP_H3] WITH(NOLOCK)
WHERE [LotID] = 'VarLot' AND [ProdLayer] = 'VarLayer'",其他,,,,,,,,,,,,2024-06-19 17:12:49.310,2024-06-19 17:12:49.310
370,1621,"SELECT TOP 1 [ABF_Type]
FROM [UTCHFACMRPT_REAL].[DM].[dbo].[view_MFReportWIP_H3] WITH(NOLOCK)
WHERE [LotID] = 'VarLot' AND [ProdLayer] = 'VarLayer'",其他,,,,,,,,,,,,2024-06-19 17:12:49.310,2024-06-19 17:12:49.310
369,1618,"SELECT TOP 1 'BU' + CAST([PressCount] AS nvarchar) AS 增層層別
FROM [UTCHFACMRPT].[acme].[dbo].[PartInfo_ACME] WITH (NOLOCK)
WHERE [LineId] = 29 AND [PartNum] = 'VarPart' AND [Revision] = 'VarRev' AND TRIM([LayerName]) = 'VarLayer'",其他,,,,,,,,,,,,2024-06-19 17:12:49.310,2024-06-19 17:12:49.310
368,1617,"SELECT TOP 1 [Panel_PCS]
FROM [UTCHFACMRPT_REAL].[DM].[dbo].[view_MFReportWIP_H3] WITH(NOLOCK)
WHERE [LotID] = 'VarLot' AND [ProdLayer] = 'VarLayer'",其他,,,,,,,,,,,,2024-06-19 17:12:49.310,2024-06-19 17:12:49.310
367,1550,"Imports System
  Public Class Calculator
    Public Function Calculate() as Double
    Dim result As Double = 0
    result = (CDbl(""var1"")/CDbl(""var2""))*100
    Return result
  End Function
End Class",欄位間計算,,,"刮傷(PCS),抽檢片數",,(var1/var2)*100,,,,,,,2024-06-19 17:12:49.310,2024-06-19 17:12:49.310
366,1548,"Imports System
  Public Class Calculator
    Public Function Calculate() as Double
    Dim result As Double = 0
    result = (CDbl(""var1"")/CDbl(""var2""))*100
    Return result
  End Function
End Class",欄位間計算,,,"融錫缺點數(E類),抽檢片數",,(var1/var2)*100,,,,,,,2024-06-19 17:12:49.310,2024-06-19 17:12:49.310
365,1547,"Imports System
  Public Class Calculator
    Public Function Calculate() as Double
    Dim result As Double = 0
    result = (CDbl(""var1"")/CDbl(""var2""))*100
    Return result
  End Function
End Class",欄位間計算,,,"融錫缺點數(D類),抽檢片數",,(var1/var2)*100,,,,,,,2024-06-19 17:12:49.310,2024-06-19 17:12:49.310
364,1546,"Imports System
  Public Class Calculator
    Public Function Calculate() as Double
    Dim result As Double = 0
    result = (CDbl(""var1"")/CDbl(""var2""))*100
    Return result
  End Function
End Class",欄位間計算,,,"融錫缺點數(C類),抽檢片數",,(var1/var2)*100,,,,,,,2024-06-19 17:12:49.310,2024-06-19 17:12:49.310
363,1542,"Imports System
  Public Class Calculator
    Public Function Calculate() as Double
    Dim result As Double = 0
    result = (CDbl(""var1"")/CDbl(""var2""))*100
    Return result
  End Function
End Class",欄位間計算,,,"掉球(PCS),抽檢片數",,(var1/var2)*100,,,,,,,2024-06-19 17:12:49.310,2024-06-19 17:12:49.310
362,762,"SELECT TOP 1 CASE WHEN [PARAMETER_VALUE] = 'N.A.' THEN '' ELSE [PARAMETER_VALUE] END AS [PARAMETER_VALUE]
FROM [utchfacmrpt].[report].[dbo].[view_OPParam] WITH (NOLOCK)
WHERE [LayerName] = 'VarLayer'
AND [PartNum] = 'VarPart'
AND [Revision] = 'VarRev'
AND [ProcName] IN ('MDL1MDL1','MDL2MDL1')
AND [PARAMETER_DESC] = '內層通孔孔徑'",其他,,,,,,,,,,,,2024-06-19 17:12:49.310,2024-06-19 17:12:49.310
361,1611,"Imports System
  Public Class Calculator
    Public Function Calculate() as Double
    Dim result As Double = 0
    result = ((CDbl(""var1"")+CDbl(""var2""))/2)/(VAR/600)
    Return result
  End Function
End Class",欄位間計算,,,"鎳槽浸泡結果(ball)(avg),鎳槽浸泡結果(chip)(avg),化學鎳槽浸泡秒數",,((var1+var2)/2)/(var/600),,,,,,,2024-06-19 17:12:49.310,2024-06-19 17:12:49.310
360,1610,"Imports System
  Public Class Calculator
    Public Function Calculate() as Double
    Dim result As Double = 0
    result = ((CDbl(""var1"")+CDbl(""var2""))/2)/(CDbl(""var3"")/600)
    Return result
  End Function
End Class",欄位間計算,,,"鈀槽浸泡結果 (chip)(avg),鈀槽浸泡結果(ball)(avg),化學鈀槽浸泡秒數",,((var1+var2)/2)/(var3/600),,,,,,,2024-06-19 17:12:49.310,2024-06-19 17:12:49.310
359,1609,"Imports System
  Public Class Calculator
    Public Function Calculate() as Double
    Dim result As Double = 0
    result = ((CDbl(""var1"")+CDbl(""var2""))/2)/(CDbl(""var3"")/600)
    Return result
  End Function
End Class",欄位間計算,,,"金槽浸泡結果 (chip)(avg),金槽浸泡結果(ball)(avg),化學金槽浸泡秒數",,((var1+var2)/2)/(var3/600),,,,,,,2024-06-19 17:12:49.310,2024-06-19 17:12:49.310
358,1562,"Imports System
  Public Class Calculator
    Public Function Calculate() as Double
    Dim result As Double = 0
    result = CDbl(""var1"")/CDbl(""var2"")
    Return result
  End Function
End Class",欄位間計算,,,"缺點數(pcs),檢驗數(pcs)",,var1/var2,,,,,,,2024-06-19 17:12:49.310,2024-06-19 17:12:49.310
357,1512,"SELECT TOP 1 [IssLotNum]
FROM [UTCHFACMRPT].[acme].[dbo].[LotInfo] WITH(NOLOCK)
WHERE LotNum = 'VarLot'",其他,,,,,,,,,,,,2024-06-19 17:12:49.310,2024-06-19 17:12:49.310
356,1511,"SELECT TOP 1 [IssLotNum]
FROM [UTCHFACMRPT].[acme].[dbo].[LotInfo]
WHERE LotNum = 'VarLot'",其他,,,,,,,,,,,,2024-06-19 17:12:49.310,2024-06-19 17:12:49.310
355,1454,"Imports System
  Public Class Calculator
    Public Function Calculate() as Double
    Dim result As Double = 0
    result = (CDbl(""var1"")/CDbl(""var2""))*1000000
    Return result
  End Function
End Class",欄位間計算,,,"缺球總數(ball),總錫球數",,(var1/var2)*1000000,,,,,,,2024-06-19 17:12:49.310,2024-06-19 17:12:49.310
354,1453,"Imports System
  Public Class Calculator
    Public Function Calculate() as Double
    Dim result As Double = 0
    result = CDbl(""var1"")*CDbl(""var2"")
    Return result
  End Function
End Class",欄位間計算,,,"錫球數(pcs),入料片數",,var1*var2,,,,,,,2024-06-19 17:12:49.310,2024-06-19 17:12:49.310
353,665,"Imports System
  Public Class Calculator
    Public Function Calculate() as String
    Dim result As String = """"
    result = IF((CDBL(""var1"")*100) < CDBL(""var2""),""GO"",""LOW"")
    Return result
  End Function
End Class",欄位間計算,文字,,"SHORT 不良率,Leak標準",,"IF((CDbl(Var1)*100) < CDbl(Var2),""GO"",""LOW"")",,,,,,,2024-06-19 17:12:49.310,2024-06-19 17:12:49.310
352,664,"Imports System
  Public Class Calculator
    Public Function Calculate() as String
    Dim result As String = """"
    result = IF((CDBL(""var1"")*100) < CDBL(""var2""),""GO"",""LOW"")
    Return result
  End Function
End Class",欄位間計算,文字,,"OPEN不良率,Open標準",,"IF((CDbl(Var1)*100) < CDbl(Var2),""GO"",""LOW"")",,,,,,,2024-06-19 17:12:49.310,2024-06-19 17:12:49.310
351,663,"Imports System
  Public Class Calculator
    Public Function Calculate() as String
    Dim result As String = """"
    result = (IF(CDbl(""var1"") <0.8,""NCN"",""GO"")).ToString
    Return result
  End Function
End Class",欄位間計算,數字,,PASS良率,,"IF(Var1 <0.8,""NCN"",""GO"")",,,,,,,2024-06-19 17:12:49.310,2024-06-19 17:12:49.310
350,106,"DECLARE @TEMP TABLE(
[collection_item] nvarchar(30)
,[note] nvarchar(50)
)

INSERT INTO @TEMP
SELECT [collection_item],[note]
FROM [UTCHFACMRPT_REAL].[DM].[dbo].[view_DATA_COLLECTION] WITH(NOLOCK)
WHERE lotnum = 'VarLot' AND LayerName = 'VarLayer' AND ProcName = 'ABFABF' AND ([collection_item] = 'ABF批號 (ABF Lot number) -上膜' OR [collection_item] = 'ABF批號 (ABF Lot number) -下膜')

DECLARE @Parameter VARCHAR(50) = ''
SELECT @Parameter = @Parameter + IIF(@Parameter = '',[note],'/' + [note])
FROM @TEMP
ORDER BY [collection_item] DESC

SELECT @Parameter AS [ABF上下膜編號]",其他,,,,,,,,,,,,2024-06-19 17:12:49.310,2024-06-19 17:12:49.310
349,667,"SELECT TOP 1 [Target]
FROM [MES-C].[QualityFunction].[dbo].[view_LW29_FlipChipAEI] WITH(NOLOCK)
WHERE [LineID] = 29 AND [RateType] = 'Open Rate'  AND [PartNum] = SUBSTRING('VarPart',1,7)
",其他,,,,,,,,,,,,2024-06-19 17:12:49.310,2024-06-19 17:12:49.310
348,666,"SELECT TOP 1 [Target]
FROM [MES-C].[QualityFunction].[dbo].[view_LW29_FlipChipAEI] WITH(NOLOCK)
WHERE [LineID] = 29 AND [RateType] = 'Open Rate'  AND [PartNum] = SUBSTRING('VarPart',1,7)",其他,,,,,,,,,,,,2024-06-19 17:12:49.310,2024-06-19 17:12:49.310
347,1106,"DECLARE @Face nvarchar(10) = 'VarFace'
SET @Face = CASE WHEN @Face = 1 THEN 'PF' WHEN @Face = 2 THEN 'PB' END

SELECT TOP 1 [Item3]
FROM [spc_source_h3].[dbo].[Lamcz_Rough] WITH(NOLOCK)
WHERE Flag = 1 
AND [PID] IN (55,56,6856,6857,7488,7489,7490,7491,10154,10155)
AND [LotID] = 'VarLot'
AND [LayerName] = 'VarLayer'
AND SUBSTRING([Layer],1,2) = @Face",其他,,,,,,,,,,,,2024-06-19 17:12:49.310,2024-06-19 17:12:49.310
346,1105,"DECLARE @Face nvarchar(10) = 'VarFace'
SET @Face = CASE WHEN @Face = 1 THEN 'PF' WHEN @Face = 2 THEN 'PB' END

SELECT TOP 1 [Item2]
FROM [spc_source_h3].[dbo].[Lamcz_Rough] WITH(NOLOCK)
WHERE Flag = 1 
AND [PID] IN (55,56,6856,6857,7488,7489,7490,7491,10154,10155)
AND [LotID] = 'VarLot'
AND [LayerName] = 'VarLayer'
AND SUBSTRING([Layer],1,2) = @Face",其他,,,,,,,,,,,,2024-06-19 17:12:49.310,2024-06-19 17:12:49.310
345,1104,"DECLARE @Face nvarchar(10) = 'VarFace'
SET @Face = CASE WHEN @Face = 1 THEN 'PF' WHEN @Face = 2 THEN 'PB' END

SELECT TOP 1 [Item1]
FROM [spc_source_h3].[dbo].[Lamcz_Rough] WITH(NOLOCK)
WHERE Flag = 1 
AND [PID] IN (55,56,6856,6857,7488,7489,7490,7491,10154,10155)
AND [LotID] = 'VarLot'
AND [LayerName] = 'VarLayer'
AND SUBSTRING([Layer],1,2) = @Face",其他,,,,,,,,,,,,2024-06-19 17:12:49.310,2024-06-19 17:12:49.310
344,1100,"DECLARE @Face nvarchar(10) = 'VarFace'
SET @Face = CASE WHEN @Face = 1 THEN 'PF' WHEN @Face = 2 THEN 'PB' END

SELECT TOP 1 [Item3]
FROM [spc_source_h3].[dbo].[Lamcz_Rough] WITH(NOLOCK)
WHERE Flag = 1 
AND [PID] IN (55,56,6856,6857,7488,7489,7490,7491,10154,10155)
AND [LotID] = 'VarLot'
AND [LayerName] = 'VarLayer'
AND SUBSTRING([Layer],1,2) = @Face",其他,,,,,,,,,,,,2024-06-19 17:12:49.310,2024-06-19 17:12:49.310
343,1099,"DECLARE @Face nvarchar(10) = 'VarFace'
SET @Face = CASE WHEN @Face = 1 THEN 'PF' WHEN @Face = 2 THEN 'PB' END

SELECT TOP 1 [Item2]
FROM [spc_source_h3].[dbo].[Lamcz_Rough] WITH(NOLOCK)
WHERE Flag = 1 
AND [PID] IN (55,56,6856,6857,7488,7489,7490,7491,10154,10155)
AND [LotID] = 'VarLot'
AND [LayerName] = 'VarLayer'
AND SUBSTRING([Layer],1,2) = @Face",其他,,,,,,,,,,,,2024-06-19 17:12:49.310,2024-06-19 17:12:49.310
342,1098,"DECLARE @Face nvarchar(10) = 'VarFace'
SET @Face = CASE WHEN @Face = 1 THEN 'PF' WHEN @Face = 2 THEN 'PB' END

SELECT TOP 1 [Item1]
FROM [spc_source_h3].[dbo].[Lamcz_Rough] WITH(NOLOCK)
WHERE Flag = 1 
AND [PID] IN (55,56,6856,6857,7488,7489,7490,7491,10154,10155)
AND [LotID] = 'VarLot'
AND [LayerName] = 'VarLayer'
AND SUBSTRING([Layer],1,2) = @Face",其他,,,,,,,,,,,,2024-06-19 17:12:49.310,2024-06-19 17:12:49.310
341,1094,"DECLARE @Face nvarchar(10) = 'VarFace'
SET @Face = CASE WHEN @Face = 1 THEN 'PF' WHEN @Face = 2 THEN 'PB' END

SELECT TOP 1 [Item3]
FROM [spc_source_h3].[dbo].[Lamcz_Rough] WITH(NOLOCK)
WHERE Flag = 1 
AND [PID] IN (55,56,6856,6857,7488,7489,7490,7491,10154,10155)
AND [LotID] = 'VarLot'
AND [LayerName] = 'VarLayer'
AND SUBSTRING([Layer],1,2) = @Face",其他,,,,,,,,,,,,2024-06-19 17:12:49.310,2024-06-19 17:12:49.310
340,1093,"DECLARE @Face nvarchar(10) = 'VarFace'
SET @Face = CASE WHEN @Face = 1 THEN 'PF' WHEN @Face = 2 THEN 'PB' END

SELECT TOP 1 [Item2]
FROM [spc_source_h3].[dbo].[Lamcz_Rough] WITH(NOLOCK)
WHERE Flag = 1 
AND [PID] IN (55,56,6856,6857,7488,7489,7490,7491,10154,10155)
AND [LotID] = 'VarLot'
AND [LayerName] = 'VarLayer'
AND SUBSTRING([Layer],1,2) = @Face",其他,,,,,,,,,,,,2024-06-19 17:12:49.310,2024-06-19 17:12:49.310
339,1092,"DECLARE @Face nvarchar(10) = 'VarFace'
SET @Face = CASE WHEN @Face = 1 THEN 'PF' WHEN @Face = 2 THEN 'PB' END

SELECT TOP 1 [Item1]
FROM [spc_source_h3].[dbo].[Lamcz_Rough] WITH(NOLOCK)
WHERE Flag = 1 
AND [PID] IN (55,56,6856,6857,7488,7489,7490,7491,10154,10155)
AND [LotID] = 'VarLot'
AND [LayerName] = 'VarLayer'
AND SUBSTRING([Layer],1,2) = @Face",其他,,,,,,,,,,,,2024-06-19 17:12:49.310,2024-06-19 17:12:49.310
338,73,"SELECT TOP 1 CASE WHEN [PARAMETER_VALUE] = 'ADH-156' THEN '30' 
ELSE '30' END AS [曝光能量]
FROM [UTCHFACMRPT].[report].[dbo].[view_OPParam] WITH (NOLOCK)
WHERE [PARAMETER_DESC] = 'ABF CORE 微影乾膜種類' AND [ProcName] = 'LTH1RAP1' AND [PartNum] = 'VarPart' AND [Revision] = 'VarRev'
",其他,,,,,,,,,,,,2024-06-19 17:12:49.310,2024-06-19 17:12:49.310
337,68,"SELECT TOP 1 CASE WHEN [PARAMETER_VALUE] = 'AQ-2058' THEN '50' 
WHEN [PARAMETER_VALUE] = 'UFG-157' THEN '60' 
WHEN [PARAMETER_VALUE] = 'AQ-1558' THEN '60' 
WHEN [PARAMETER_VALUE] = 'AQ-4096' THEN '70' 
WHEN [PARAMETER_VALUE] = 'UFG-128' THEN 
    (CASE WHEN (SELECT TOP 1 [PARAMETER_VALUE]
                FROM [utchfacmrpt].[report].[dbo].[view_OPParam]
                WHERE [PARAMETER_DESC] = 'ABF CORE 塞孔油墨'
                AND [PartNum] = 'VarPart' AND [Revision] = 'VarRev') LIKE '%100DX1%' THEN '80' ELSE '70' END)
ELSE '' END AS [曝光能量]
FROM [UTCHFACMRPT].[report].[dbo].[view_OPParam] WITH (NOLOCK)
WHERE [PARAMETER_DESC] = 'ABF CORE 微影乾膜種類' AND [ProcName] = 'LTH1RAP1' AND [PartNum] = 'VarPart' AND [Revision] = 'VarRev'
",其他,,,,,,,,,,,,2024-06-19 17:12:49.310,2024-06-19 17:12:49.310
336,639,"SELECT TOP 1 [Panel_PCS]
FROM [UTCHFACMRPT_REAL].[DM].[dbo].[view_MFReportWIP_H3] WITH(NOLOCK)
WHERE [LotID] = 'VarLot' AND [ProdLayer] = 'VarLayer'",其他,,,,,,,,,,,,2024-06-19 17:12:49.310,2024-06-19 17:12:49.310
335,1128,"SELECT TOP 1 [Type]
FROM [UTCHFACMRPT_REAL].[DM].[dbo].[view_MFReportWIP_H3] WITH(NOLOCK)
WHERE [LotID] = 'VarLot' AND [ProdLayer] = 'VarLayer'",其他,,,,,,,,,,,,2024-06-19 17:12:49.310,2024-06-19 17:12:49.310
334,1159,"SELECT TOP 1 [Type]
FROM [UTCHFACMRPT_REAL].[DM].[dbo].[view_MFReportWIP_H3] WITH(NOLOCK)
WHERE [LotID] = 'VarLot' AND [ProdLayer] = 'VarLayer'",其他,,,,,,,,,,,,2024-06-19 17:12:49.310,2024-06-19 17:12:49.310
333,1190,"SELECT TOP 1 [Type]
FROM [UTCHFACMRPT_REAL].[DM].[dbo].[view_MFReportWIP_H3] WITH(NOLOCK)
WHERE [LotID] = 'VarLot' AND [ProdLayer] = 'VarLayer'",其他,,,,,,,,,,,,2024-06-19 17:12:49.310,2024-06-19 17:12:49.310
332,1221,"SELECT TOP 1 [Type]
FROM [UTCHFACMRPT_REAL].[DM].[dbo].[view_MFReportWIP_H3] WITH(NOLOCK)
WHERE [LotID] = 'VarLot' AND [ProdLayer] = 'VarLayer'",其他,,,,,,,,,,,,2024-06-19 17:12:49.310,2024-06-19 17:12:49.310
331,1252,"SELECT TOP 1 [Type]
FROM [UTCHFACMRPT_REAL].[DM].[dbo].[view_MFReportWIP_H3] WITH(NOLOCK)
WHERE [LotID] = 'VarLot' AND [ProdLayer] = 'VarLayer'",其他,,,,,,,,,,,,2024-06-19 17:12:49.310,2024-06-19 17:12:49.310
330,1071,"SELECT TOP 1 [Type]
FROM [UTCHFACMRPT_REAL].[DM].[dbo].[view_MFReportWIP_H3] WITH(NOLOCK)
WHERE [LotID] = 'VarLot' AND [ProdLayer] = 'VarLayer'",其他,,,,,,,,,,,,2024-06-19 17:12:49.310,2024-06-19 17:12:49.310
329,1038,"SELECT TOP 1 [PARAMETER_VALUE]
FROM [utchfacmrpt].[report].[dbo].[view_OPParam] WITH (NOLOCK)
WHERE [LayerName] = 'VarLayer'
AND [PartNum] = 'VarPart'
AND [Revision] = 'VarRev'
AND [ProcName] IN ('RUT1PTM1','RUT2PTM1','RUT3PTM1')
AND [PARAMETER_DESC] = '成型程式編號'",OP參數,參數中值,IN,"RUT1PTM1,RUT2PTM1,RUT3PTM1",=,成型程式編號,,,,,,,2024-06-19 17:12:49.310,2024-06-19 17:12:49.310
328,1039,"SELECT TOP 1 [Type]
FROM [UTCHFACMRPT_REAL].[DM].[dbo].[view_MFReportWIP_H3] WITH(NOLOCK)
WHERE [LotID] = 'VarLot' AND [ProdLayer] = 'VarLayer'",其他,,,,,,,,,,,,2024-06-19 17:12:49.310,2024-06-19 17:12:49.310
327,1055,"SELECT TOP 1 [Type]
FROM [UTCHFACMRPT_REAL].[DM].[dbo].[view_MFReportWIP_H3] WITH(NOLOCK)
WHERE [LotID] = 'VarLot' AND [ProdLayer] = 'VarLayer'",其他,,,,,,,,,,,,2024-06-19 17:12:49.310,2024-06-19 17:12:49.310
326,1372,"SELECT TOP 1 [Type]
FROM [UTCHFACMRPT_REAL].[DM].[dbo].[view_MFReportWIP_H3] WITH(NOLOCK)
WHERE [LotID] = 'VarLot' AND [ProdLayer] = 'VarLayer'",其他,,,,,,,,,,,,2024-06-19 17:12:49.310,2024-06-19 17:12:49.310
