Pkey,PID,AreaID,CID,Lotnum,ProcName,LayerName,ParameterName,ParameterVaules,SystemTime,UploadTime,Count,Face
1187,46,50,217,237L3012-01-04,ABF1CLN1,-L2L3,其他次缺,0,2024-01-12 14:48:01.830,2024-03-15 03:45:58.000,0,1
1188,46,50,217,237L3012-01-04,ABF1CLN1,-L2L3,其他次缺,0,2024-01-12 14:48:01.830,2024-03-15 03:46:02.000,0,2
1189,46,50,218,237L3012-01-04,ABF1CLN1,-L2L3,缺點總和,0,2024-01-12 14:48:01.830,2024-03-15 03:45:58.000,0,1
1190,46,50,218,237L3012-01-04,ABF1CLN1,-L2L3,缺點總和,0,2024-01-12 14:48:01.830,2024-03-15 03:46:02.000,0,2
1191,46,50,219,237L3012-01-04,ABF1CLN1,-L2L3,缺點率,0,2024-01-12 14:48:01.830,2024-03-15 03:45:58.000,0,1
1192,46,50,219,237L3012-01-04,ABF1CLN1,-L2L3,缺點率,0,2024-01-12 14:48:01.830,2024-03-15 03:46:02.000,0,2
1193,46,50,220,237L3012-01-04,ABF1CLN1,-L2L3,判定結果,OK,2024-01-12 14:48:01.830,2024-03-15 03:46:03.000,0,1
1194,46,50,220,237L3012-01-04,ABF1CLN1,-L2L3,判定結果,OK,2024-01-12 14:48:01.830,2024-03-15 03:46:04.000,0,2
1195,47,50,209,23BA3012-01-04,ABF2CLN1,-L3L16,檢驗片數,4,2024-01-12 14:48:01.830,NULL,0,1
1196,47,50,209,23BA3012-01-04,ABF2CLN1,-L3L16,檢驗片數,4,2024-01-12 14:48:01.830,NULL,0,2
1197,47,50,210,23BA3012-01-04,ABF2CLN1,-L3L16,檢驗板編,0,2024-01-12 14:48:01.830,2024-03-17 02:57:18.000,0,1
1198,47,50,210,23BA3012-01-04,ABF2CLN1,-L3L16,檢驗板編,0,2024-01-12 14:48:01.830,2024-03-17 02:57:17.000,0,2
1199,47,50,211,23BA3012-01-04,ABF2CLN1,-L3L16,片檢驗顆數,16,2024-01-12 14:48:01.830,2024-01-25 09:48:33.820,0,1
1200,47,50,211,23BA3012-01-04,ABF2CLN1,-L3L16,片檢驗顆數,16,2024-01-12 14:48:01.830,2024-01-25 09:48:33.837,0,2
1201,47,50,212,23BA3012-01-04,ABF2CLN1,-L3L16,板面破損,0,2024-01-12 14:48:01.830,2024-03-17 02:58:05.000,0,1
1202,47,50,212,23BA3012-01-04,ABF2CLN1,-L3L16,板面破損,0,2024-01-12 14:48:01.830,2024-03-17 02:58:06.000,0,2
1203,47,50,213,23BA3012-01-04,ABF2CLN1,-L3L16,板面刮傷,0,2024-01-12 14:48:01.830,2024-03-17 02:58:16.000,0,1
1204,47,50,213,23BA3012-01-04,ABF2CLN1,-L3L16,板面刮傷,0,2024-01-12 14:48:01.830,2024-03-17 02:58:16.000,0,2
1205,47,50,214,23BA3012-01-04,ABF2CLN1,-L3L16,手紋印,0,2024-01-12 14:48:01.830,2024-03-17 02:58:38.000,0,1
1206,47,50,214,23BA3012-01-04,ABF2CLN1,-L3L16,手紋印,0,2024-01-12 14:48:01.830,2024-03-17 02:58:38.000,0,2
1207,47,50,215,23BA3012-01-04,ABF2CLN1,-L3L16,板面污染,0,2024-01-12 14:48:01.830,2024-03-17 02:58:44.000,0,1
1208,47,50,215,23BA3012-01-04,ABF2CLN1,-L3L16,板面污染,0,2024-01-12 14:48:01.830,2024-03-17 02:58:44.000,0,2
1209,47,50,216,23BA3012-01-04,ABF2CLN1,-L3L16,其他主缺,0,2024-01-12 14:48:01.830,2024-03-17 02:59:05.000,0,1
1210,47,50,216,23BA3012-01-04,ABF2CLN1,-L3L16,其他主缺,0,2024-01-12 14:48:01.830,2024-03-17 02:59:05.000,0,2
1211,47,50,217,23BA3012-01-04,ABF2CLN1,-L3L16,其他次缺,0,2024-01-12 14:48:01.830,2024-03-17 02:59:17.000,0,1
1212,47,50,217,23BA3012-01-04,ABF2CLN1,-L3L16,其他次缺,0,2024-01-12 14:48:01.830,2024-03-17 02:59:16.000,0,2
1213,47,50,218,23BA3012-01-04,ABF2CLN1,-L3L16,缺點總和,0,2024-01-12 14:48:01.830,2024-03-17 02:59:17.000,0,1
1214,47,50,218,23BA3012-01-04,ABF2CLN1,-L3L16,缺點總和,0,2024-01-12 14:48:01.830,2024-03-17 02:59:16.000,0,2
1215,47,50,219,23BA3012-01-04,ABF2CLN1,-L3L16,缺點率,0,2024-01-12 14:48:01.830,2024-03-17 02:59:17.000,0,1
1216,47,50,219,23BA3012-01-04,ABF2CLN1,-L3L16,缺點率,0,2024-01-12 14:48:01.830,2024-03-17 02:59:16.000,0,2
1217,47,50,220,23BA3012-01-04,ABF2CLN1,-L3L16,判定結果,OK,2024-01-12 14:48:01.830,2024-11-16 07:03:53.000,0,1
1218,47,50,220,23BA3012-01-04,ABF2CLN1,-L3L16,判定結果,OK,2024-01-12 14:48:01.830,2024-11-16 07:03:53.000,0,2
1819,73,50,209,23973013-02-00,ABF1CLN1,-L5L6,檢驗片數,4,2024-01-12 14:48:01.830,NULL,0,1
1820,73,50,209,23973013-02-00,ABF1CLN1,-L5L6,檢驗片數,4,2024-01-12 14:48:01.830,NULL,0,2
1821,73,50,210,23973013-02-00,ABF1CLN1,-L5L6,檢驗板編,0,2024-01-12 14:48:01.830,2024-03-16 08:27:06.000,0,1
1822,73,50,210,23973013-02-00,ABF1CLN1,-L5L6,檢驗板編,0,2024-01-12 14:48:01.830,2024-03-16 08:27:07.000,0,2
1823,73,50,211,23973013-02-00,ABF1CLN1,-L5L6,片檢驗顆數,48,2024-01-12 14:48:01.830,2024-01-25 09:48:35.393,0,1
1824,73,50,211,23973013-02-00,ABF1CLN1,-L5L6,片檢驗顆數,48,2024-01-12 14:48:01.830,2024-01-25 09:48:35.403,0,2
1825,73,50,212,23973013-02-00,ABF1CLN1,-L5L6,板面破損,0,2024-01-12 14:48:01.830,2024-03-10 06:36:19.000,0,1
1826,73,50,212,23973013-02-00,ABF1CLN1,-L5L6,板面破損,0,2024-01-12 14:48:01.830,2024-03-10 06:36:19.000,0,2
1827,73,50,213,23973013-02-00,ABF1CLN1,-L5L6,板面刮傷,0,2024-01-12 14:48:01.830,2024-03-10 06:36:24.000,0,1
1828,73,50,213,23973013-02-00,ABF1CLN1,-L5L6,板面刮傷,0,2024-01-12 14:48:01.830,2024-03-10 06:36:23.000,0,2
1829,73,50,214,23973013-02-00,ABF1CLN1,-L5L6,手紋印,0,2024-01-12 14:48:01.830,2024-03-10 06:36:24.000,0,1
1830,73,50,214,23973013-02-00,ABF1CLN1,-L5L6,手紋印,0,2024-01-12 14:48:01.830,2024-03-10 06:36:24.000,0,2
1831,73,50,215,23973013-02-00,ABF1CLN1,-L5L6,板面污染,0,2024-01-12 14:48:01.830,2024-03-03 16:25:06.000,0,1
1832,73,50,215,23973013-02-00,ABF1CLN1,-L5L6,板面污染,0,2024-01-12 14:48:01.830,2024-03-10 06:36:27.000,0,2
1833,73,50,216,23973013-02-00,ABF1CLN1,-L5L6,其他主缺,0,2024-01-12 14:48:01.830,2024-03-10 06:36:28.000,0,1
1834,73,50,216,23973013-02-00,ABF1CLN1,-L5L6,其他主缺,0,2024-01-12 14:48:01.830,2024-03-10 06:36:28.000,0,2
1835,73,50,217,23973013-02-00,ABF1CLN1,-L5L6,其他次缺,0,2024-01-12 14:48:01.830,2024-03-10 06:36:34.000,0,1
1836,73,50,217,23973013-02-00,ABF1CLN1,-L5L6,其他次缺,0,2024-01-12 14:48:01.830,2024-03-10 06:36:34.000,0,2
1837,73,50,218,23973013-02-00,ABF1CLN1,-L5L6,缺點總和,0,2024-01-12 14:48:01.830,2024-03-10 06:36:34.000,0,1
1838,73,50,218,23973013-02-00,ABF1CLN1,-L5L6,缺點總和,0,2024-01-12 14:48:01.830,2024-03-10 06:36:34.000,0,2
1839,73,50,219,23973013-02-00,ABF1CLN1,-L5L6,缺點率,0,2024-01-12 14:48:01.830,2024-03-10 06:36:34.000,0,1
1840,73,50,219,23973013-02-00,ABF1CLN1,-L5L6,缺點率,0,2024-01-12 14:48:01.830,2024-03-10 06:36:34.000,0,2
1841,73,50,220,23973013-02-00,ABF1CLN1,-L5L6,判定結果,OK,2024-01-12 14:48:01.830,2024-03-10 06:36:37.000,0,1
1842,73,50,220,23973013-02-00,ABF1CLN1,-L5L6,判定結果,OK,2024-01-12 14:48:01.830,2024-03-10 06:36:37.000,0,2
2395,97,50,209,24143011-01-23,ABF2CLN1,-L2L5,檢驗片數,2,2024-01-12 14:48:01.830,2024-01-19 12:47:11.000,0,1
2396,97,50,209,24143011-01-23,ABF2CLN1,-L2L5,檢驗片數,2,2024-01-12 14:48:01.830,2024-01-19 12:47:11.000,0,2
2397,97,50,210,24143011-01-23,ABF2CLN1,-L2L5,檢驗板編,28.43,2024-01-12 14:48:01.830,2024-01-19 12:47:42.000,0,1
2398,97,50,210,24143011-01-23,ABF2CLN1,-L2L5,檢驗板編,28.43,2024-01-12 14:48:01.830,2024-01-19 12:47:42.000,0,2
2399,97,50,211,24143011-01-23,ABF2CLN1,-L2L5,片檢驗顆數,110,2024-01-12 14:48:01.830,2024-01-19 12:47:45.000,0,1
2400,97,50,211,24143011-01-23,ABF2CLN1,-L2L5,片檢驗顆數,110,2024-01-12 14:48:01.830,2024-01-19 12:47:46.000,0,2
2401,97,50,212,24143011-01-23,ABF2CLN1,-L2L5,板面破損,0,2024-01-12 14:48:01.830,2024-01-19 12:47:48.000,0,1
2402,97,50,212,24143011-01-23,ABF2CLN1,-L2L5,板面破損,0,2024-01-12 14:48:01.830,2024-01-19 12:47:48.000,0,2
2403,97,50,213,24143011-01-23,ABF2CLN1,-L2L5,板面刮傷,0,2024-01-12 14:48:01.830,2024-01-19 12:47:49.000,0,1
2404,97,50,213,24143011-01-23,ABF2CLN1,-L2L5,板面刮傷,0,2024-01-12 14:48:01.830,2024-01-19 12:47:49.000,0,2
2405,97,50,214,24143011-01-23,ABF2CLN1,-L2L5,手紋印,0,2024-01-12 14:48:01.830,2024-01-19 12:47:50.000,0,1
2406,97,50,214,24143011-01-23,ABF2CLN1,-L2L5,手紋印,0,2024-01-12 14:48:01.830,2024-01-19 12:47:50.000,0,2
2407,97,50,215,24143011-01-23,ABF2CLN1,-L2L5,板面污染,0,2024-01-12 14:48:01.830,2024-01-19 12:47:51.000,0,1
2408,97,50,215,24143011-01-23,ABF2CLN1,-L2L5,板面污染,0,2024-01-12 14:48:01.830,2024-01-19 12:47:51.000,0,2
2409,97,50,216,24143011-01-23,ABF2CLN1,-L2L5,其他主缺,0,2024-01-12 14:48:01.830,2024-01-19 12:47:52.000,0,1
2410,97,50,216,24143011-01-23,ABF2CLN1,-L2L5,其他主缺,0,2024-01-12 14:48:01.830,2024-01-19 12:47:53.000,0,2
2411,97,50,217,24143011-01-23,ABF2CLN1,-L2L5,其他次缺,0,2024-01-12 14:48:01.830,2024-01-19 12:47:56.000,0,1
2412,97,50,217,24143011-01-23,ABF2CLN1,-L2L5,其他次缺,0,2024-01-12 14:48:01.830,2024-01-19 12:47:57.000,0,2
2413,97,50,218,24143011-01-23,ABF2CLN1,-L2L5,缺點總和,0,2024-01-12 14:48:01.830,2024-01-19 12:47:56.000,0,1
2414,97,50,218,24143011-01-23,ABF2CLN1,-L2L5,缺點總和,0,2024-01-12 14:48:01.830,2024-01-19 12:47:57.000,0,2
2415,97,50,219,24143011-01-23,ABF2CLN1,-L2L5,缺點率,0,2024-01-12 14:48:01.830,2024-01-19 12:47:56.000,0,1
2416,97,50,219,24143011-01-23,ABF2CLN1,-L2L5,缺點率,0,2024-01-12 14:48:01.830,2024-01-19 12:47:57.000,0,2
2417,97,50,220,24143011-01-23,ABF2CLN1,-L2L5,判定結果,OK,2024-01-12 14:48:01.830,2024-01-19 12:48:02.000,0,1
2418,97,50,220,24143011-01-23,ABF2CLN1,-L2L5,判定結果,OK,2024-01-12 14:48:01.830,2024-01-19 12:48:03.000,0,2
2971,121,50,209,23CD3011-01-01,ABF2CLN1,-L2L5,檢驗片數,4,2024-01-12 14:48:01.830,NULL,0,1
2972,121,50,209,23CD3011-01-01,ABF2CLN1,-L2L5,檢驗片數,4,2024-01-12 14:48:01.830,NULL,0,2
2973,121,50,210,23CD3011-01-01,ABF2CLN1,-L2L5,檢驗板編,NA,2024-01-12 14:48:01.830,2024-03-01 14:11:59.000,0,1
2974,121,50,210,23CD3011-01-01,ABF2CLN1,-L2L5,檢驗板編,NA,2024-01-12 14:48:01.830,2024-03-01 14:11:59.000,0,2
2975,121,50,211,23CD3011-01-01,ABF2CLN1,-L2L5,片檢驗顆數,870,2024-01-12 14:48:01.830,2024-01-25 09:48:38.180,0,1
2976,121,50,211,23CD3011-01-01,ABF2CLN1,-L2L5,片檢驗顆數,870,2024-01-12 14:48:01.830,2024-01-25 09:48:38.190,0,2
2977,121,50,212,23CD3011-01-01,ABF2CLN1,-L2L5,板面破損,0,2024-01-12 14:48:01.830,2024-03-01 14:12:14.000,0,1
2978,121,50,212,23CD3011-01-01,ABF2CLN1,-L2L5,板面破損,0,2024-01-12 14:48:01.830,2024-03-01 14:12:15.000,0,2
2979,121,50,213,23CD3011-01-01,ABF2CLN1,-L2L5,板面刮傷,0,2024-01-12 14:48:01.830,2024-03-01 14:12:15.000,0,1
2980,121,50,213,23CD3011-01-01,ABF2CLN1,-L2L5,板面刮傷,0,2024-01-12 14:48:01.830,2024-03-01 14:12:15.000,0,2
2981,121,50,214,23CD3011-01-01,ABF2CLN1,-L2L5,手紋印,0,2024-01-12 14:48:01.830,2024-03-01 14:12:21.000,0,1
2982,121,50,214,23CD3011-01-01,ABF2CLN1,-L2L5,手紋印,0,2024-01-12 14:48:01.830,2024-03-01 14:12:22.000,0,2
2983,121,50,215,23CD3011-01-01,ABF2CLN1,-L2L5,板面污染,0,2024-01-12 14:48:01.830,2024-03-01 14:12:23.000,0,1
2984,121,50,215,23CD3011-01-01,ABF2CLN1,-L2L5,板面污染,0,2024-01-12 14:48:01.830,2024-03-01 14:12:23.000,0,2
2985,121,50,216,23CD3011-01-01,ABF2CLN1,-L2L5,其他主缺,0,2024-01-12 14:48:01.830,2024-03-01 14:12:30.000,0,1
2986,121,50,216,23CD3011-01-01,ABF2CLN1,-L2L5,其他主缺,0,2024-01-12 14:48:01.830,2024-03-01 14:12:31.000,0,2
2987,121,50,217,23CD3011-01-01,ABF2CLN1,-L2L5,其他次缺,0,2024-01-12 14:48:01.830,2024-03-01 14:12:33.000,0,1
2988,121,50,217,23CD3011-01-01,ABF2CLN1,-L2L5,其他次缺,0,2024-01-12 14:48:01.830,2024-03-01 14:12:35.000,0,2
2989,121,50,218,23CD3011-01-01,ABF2CLN1,-L2L5,缺點總和,0,2024-01-12 14:48:01.830,2024-03-01 14:12:33.000,0,1
2990,121,50,218,23CD3011-01-01,ABF2CLN1,-L2L5,缺點總和,0,2024-01-12 14:48:01.830,2024-03-01 14:12:35.000,0,2
2991,121,50,219,23CD3011-01-01,ABF2CLN1,-L2L5,缺點率,0,2024-01-12 14:48:01.830,2024-03-01 14:12:33.000,0,1
2992,121,50,219,23CD3011-01-01,ABF2CLN1,-L2L5,缺點率,0,2024-01-12 14:48:01.830,2024-03-01 14:12:35.000,0,2
2993,121,50,220,23CD3011-01-01,ABF2CLN1,-L2L5,判定結果,OK,2024-01-12 14:48:01.830,2024-03-01 14:13:02.000,0,1
2994,121,50,220,23CD3011-01-01,ABF2CLN1,-L2L5,判定結果,OK,2024-01-12 14:48:01.830,2024-03-01 14:13:03.000,0,2
4579,206,51,197,23CT3012-03-00,ABF2MPO1,-L3L8,檢驗片數,4,2024-01-12 15:21:49.353,NULL,0,1
4580,206,51,197,23CT3012-03-00,ABF2MPO1,-L3L8,檢驗片數,4,2024-01-12 15:21:49.353,NULL,0,2
4581,206,51,198,23CT3012-03-00,ABF2MPO1,-L3L8,檢驗板編,20.27.18.5,2024-01-12 15:21:49.353,2024-01-12 20:52:43.000,0,1
4582,206,51,198,23CT3012-03-00,ABF2MPO1,-L3L8,檢驗板編,20.27.18.5,2024-01-12 15:21:49.353,2024-01-12 20:52:48.000,0,2
4583,206,51,199,23CT3012-03-00,ABF2MPO1,-L3L8,片檢驗顆數,64,2024-01-12 15:21:49.353,2024-01-12 21:05:28.000,0,1
4584,206,51,199,23CT3012-03-00,ABF2MPO1,-L3L8,片檢驗顆數,64,2024-01-12 15:21:49.353,2024-01-12 21:05:29.000,0,2
4585,206,51,200,23CT3012-03-00,ABF2MPO1,-L3L8,板面破損,0,2024-01-12 15:21:49.353,2024-01-12 21:13:26.000,0,1
4586,206,51,200,23CT3012-03-00,ABF2MPO1,-L3L8,板面破損,0,2024-01-12 15:21:49.353,2024-01-12 21:13:26.000,0,2
4587,206,51,201,23CT3012-03-00,ABF2MPO1,-L3L8,板面刮傷,0,2024-01-12 15:21:49.353,2024-01-12 21:13:27.000,0,1
4588,206,51,201,23CT3012-03-00,ABF2MPO1,-L3L8,板面刮傷,0,2024-01-12 15:21:49.353,2024-01-12 21:13:26.000,0,2
4589,206,51,202,23CT3012-03-00,ABF2MPO1,-L3L8,手紋印,0,2024-01-12 15:21:49.353,2024-01-12 21:13:27.000,0,1
4590,206,51,202,23CT3012-03-00,ABF2MPO1,-L3L8,手紋印,0,2024-01-12 15:21:49.353,2024-01-12 21:13:27.000,0,2
4591,206,51,203,23CT3012-03-00,ABF2MPO1,-L3L8,板面污染,0,2024-01-12 15:21:49.353,2024-01-12 21:13:28.000,0,1
4592,206,51,203,23CT3012-03-00,ABF2MPO1,-L3L8,板面污染,0,2024-01-12 15:21:49.353,2024-01-12 21:13:28.000,0,2
4593,206,51,204,23CT3012-03-00,ABF2MPO1,-L3L8,其他主缺,0,2024-01-12 15:21:49.353,2024-01-12 21:13:29.000,0,1
4594,206,51,204,23CT3012-03-00,ABF2MPO1,-L3L8,其他主缺,0,2024-01-12 15:21:49.353,2024-01-12 21:13:29.000,0,2
4595,206,51,205,23CT3012-03-00,ABF2MPO1,-L3L8,其他次缺,0,2024-01-12 15:21:49.353,2024-01-12 21:13:31.000,0,1
4596,206,51,205,23CT3012-03-00,ABF2MPO1,-L3L8,其他次缺,0,2024-01-12 15:21:49.353,2024-01-12 21:13:30.000,0,2
4597,206,51,206,23CT3012-03-00,ABF2MPO1,-L3L8,缺點總和,0,2024-01-12 15:21:49.353,2024-01-12 21:13:31.000,0,1
4598,206,51,206,23CT3012-03-00,ABF2MPO1,-L3L8,缺點總和,0,2024-01-12 15:21:49.353,2024-01-12 21:13:30.000,0,2
4599,206,51,207,23CT3012-03-00,ABF2MPO1,-L3L8,缺點率,0,2024-01-12 15:21:49.353,2024-01-12 21:13:31.000,0,1
4600,206,51,207,23CT3012-03-00,ABF2MPO1,-L3L8,缺點率,0,2024-01-12 15:21:49.353,2024-01-12 21:13:30.000,0,2
4601,206,51,208,23CT3012-03-00,ABF2MPO1,-L3L8,判定結果,OK,2024-01-12 15:21:49.353,2024-01-12 21:13:35.000,0,1
4602,206,51,208,23CT3012-03-00,ABF2MPO1,-L3L8,判定結果,OK,2024-01-12 15:21:49.353,2024-01-12 21:13:36.000,0,2
4699,211,51,197,23CT3025-01-00,ABF2MPO1,-L3L8,檢驗片數,4,2024-01-12 15:36:54.743,NULL,0,1
4700,211,51,197,23CT3025-01-00,ABF2MPO1,-L3L8,檢驗片數,4,2024-01-12 15:36:54.743,NULL,0,2
4701,211,51,198,23CT3025-01-00,ABF2MPO1,-L3L8,檢驗板編,16.36.44.1,2024-01-12 15:36:54.743,2024-01-12 20:52:13.000,0,1
4702,211,51,198,23CT3025-01-00,ABF2MPO1,-L3L8,檢驗板編,16.36.44.1,2024-01-12 15:36:54.743,2024-01-12 20:52:17.000,0,2
4703,211,51,199,23CT3025-01-00,ABF2MPO1,-L3L8,片檢驗顆數,64,2024-01-12 15:36:54.743,2024-01-12 21:05:25.000,0,1
4704,211,51,199,23CT3025-01-00,ABF2MPO1,-L3L8,片檢驗顆數,64,2024-01-12 15:36:54.743,2024-01-12 21:05:26.000,0,2
4705,211,51,200,23CT3025-01-00,ABF2MPO1,-L3L8,板面破損,0,2024-01-12 15:36:54.743,2024-01-12 21:09:22.000,0,1
4706,211,51,200,23CT3025-01-00,ABF2MPO1,-L3L8,板面破損,0,2024-01-12 15:36:54.743,2024-01-12 21:09:22.000,0,2
4707,211,51,201,23CT3025-01-00,ABF2MPO1,-L3L8,板面刮傷,0,2024-01-12 15:36:54.743,2024-01-12 21:13:11.000,0,1
4708,211,51,201,23CT3025-01-00,ABF2MPO1,-L3L8,板面刮傷,0,2024-01-12 15:36:54.743,2024-01-12 21:09:26.000,0,2
4709,211,51,202,23CT3025-01-00,ABF2MPO1,-L3L8,手紋印,0,2024-01-12 15:36:54.743,2024-01-12 21:13:12.000,0,1
4710,211,51,202,23CT3025-01-00,ABF2MPO1,-L3L8,手紋印,0,2024-01-12 15:36:54.743,2024-01-12 21:13:13.000,0,2
4711,211,51,203,23CT3025-01-00,ABF2MPO1,-L3L8,板面污染,0,2024-01-12 15:36:54.743,2024-01-12 21:13:13.000,0,1
4712,211,51,203,23CT3025-01-00,ABF2MPO1,-L3L8,板面污染,0,2024-01-12 15:36:54.743,2024-01-12 21:13:13.000,0,2
4713,211,51,204,23CT3025-01-00,ABF2MPO1,-L3L8,其他主缺,0,2024-01-12 15:36:54.743,2024-01-12 21:13:14.000,0,1
4714,211,51,204,23CT3025-01-00,ABF2MPO1,-L3L8,其他主缺,0,2024-01-12 15:36:54.743,2024-01-12 21:13:14.000,0,2
4715,211,51,205,23CT3025-01-00,ABF2MPO1,-L3L8,其他次缺,0,2024-01-12 15:36:54.743,2024-01-12 21:13:17.000,0,1
4716,211,51,205,23CT3025-01-00,ABF2MPO1,-L3L8,其他次缺,0,2024-01-12 15:36:54.743,2024-01-12 21:13:15.000,0,2
4717,211,51,206,23CT3025-01-00,ABF2MPO1,-L3L8,缺點總和,0,2024-01-12 15:36:54.743,2024-01-12 21:13:17.000,0,1
4718,211,51,206,23CT3025-01-00,ABF2MPO1,-L3L8,缺點總和,0,2024-01-12 15:36:54.743,2024-01-12 21:13:15.000,0,2
4719,211,51,207,23CT3025-01-00,ABF2MPO1,-L3L8,缺點率,0,2024-01-12 15:36:54.743,2024-01-12 21:13:17.000,0,1
4720,211,51,207,23CT3025-01-00,ABF2MPO1,-L3L8,缺點率,0,2024-01-12 15:36:54.743,2024-01-12 21:13:15.000,0,2
4721,211,51,208,23CT3025-01-00,ABF2MPO1,-L3L8,判定結果,OK,2024-01-12 15:36:54.743,2024-01-12 21:13:20.000,0,1
4722,211,51,208,23CT3025-01-00,ABF2MPO1,-L3L8,判定結果,OK,2024-01-12 15:36:54.743,2024-01-12 21:13:24.000,0,2
4795,215,51,197,23C13006-02-00,ABF2MPO1,-L3L18,檢驗片數,4,2024-01-12 15:41:56.750,NULL,0,1
4796,215,51,197,23C13006-02-00,ABF2MPO1,-L3L18,檢驗片數,4,2024-01-12 15:41:56.750,NULL,0,2
4797,215,51,198,23C13006-02-00,ABF2MPO1,-L3L18,檢驗板編,15.11.6.19,2024-01-12 15:41:56.750,2024-01-12 20:51:49.000,0,1
4798,215,51,198,23C13006-02-00,ABF2MPO1,-L3L18,檢驗板編,15.11.6.19,2024-01-12 15:41:56.750,2024-01-12 20:51:53.000,0,2
4799,215,51,199,23C13006-02-00,ABF2MPO1,-L3L18,片檢驗顆數,110,2024-01-12 15:41:56.750,2024-01-12 21:38:54.000,0,1
4800,215,51,199,23C13006-02-00,ABF2MPO1,-L3L18,片檢驗顆數,110,2024-01-12 15:41:56.750,2024-01-12 21:38:56.000,0,2
4801,215,51,200,23C13006-02-00,ABF2MPO1,-L3L18,板面破損,0,2024-01-12 15:41:56.750,2024-01-12 21:38:57.000,0,1
4802,215,51,200,23C13006-02-00,ABF2MPO1,-L3L18,板面破損,0,2024-01-12 15:41:56.750,2024-01-12 21:38:57.000,0,2
4803,215,51,201,23C13006-02-00,ABF2MPO1,-L3L18,板面刮傷,0,2024-01-12 15:41:56.750,2024-01-12 21:38:59.000,0,1
4804,215,51,201,23C13006-02-00,ABF2MPO1,-L3L18,板面刮傷,0,2024-01-12 15:41:56.750,2024-01-12 21:38:59.000,0,2
4805,215,51,202,23C13006-02-00,ABF2MPO1,-L3L18,手紋印,0,2024-01-12 15:41:56.750,2024-01-12 21:39:01.000,0,1
4806,215,51,202,23C13006-02-00,ABF2MPO1,-L3L18,手紋印,0,2024-01-12 15:41:56.750,2024-01-12 21:39:00.000,0,2
4807,215,51,203,23C13006-02-00,ABF2MPO1,-L3L18,板面污染,0,2024-01-12 15:41:56.750,2024-01-12 21:39:01.000,0,1
4808,215,51,203,23C13006-02-00,ABF2MPO1,-L3L18,板面污染,0,2024-01-12 15:41:56.750,2024-01-12 21:39:01.000,0,2
4809,215,51,204,23C13006-02-00,ABF2MPO1,-L3L18,其他主缺,0,2024-01-12 15:41:56.750,2024-01-12 21:43:13.000,0,1
4810,215,51,204,23C13006-02-00,ABF2MPO1,-L3L18,其他主缺,0,2024-01-12 15:41:56.750,2024-01-12 21:39:03.000,0,2
4811,215,51,205,23C13006-02-00,ABF2MPO1,-L3L18,其他次缺,0,2024-01-12 15:41:56.750,2024-01-12 21:38:33.000,0,1
4812,215,51,205,23C13006-02-00,ABF2MPO1,-L3L18,其他次缺,0,2024-01-12 15:41:56.750,2024-01-12 21:39:05.000,0,2
4813,215,51,206,23C13006-02-00,ABF2MPO1,-L3L18,缺點總和,0,2024-01-12 15:41:56.750,2024-01-12 21:43:13.000,0,1
4814,215,51,206,23C13006-02-00,ABF2MPO1,-L3L18,缺點總和,0,2024-01-12 15:41:56.750,2024-01-12 21:39:05.000,0,2
4815,215,51,207,23C13006-02-00,ABF2MPO1,-L3L18,缺點率,0,2024-01-12 15:41:56.750,2024-01-12 21:43:13.000,0,1
4816,215,51,207,23C13006-02-00,ABF2MPO1,-L3L18,缺點率,0,2024-01-12 15:41:56.750,2024-01-12 21:39:05.000,0,2
4817,215,51,208,23C13006-02-00,ABF2MPO1,-L3L18,判定結果,OK,2024-01-12 15:41:56.750,2024-01-12 21:39:09.000,0,1
4818,215,51,208,23C13006-02-00,ABF2MPO1,-L3L18,判定結果,OK,2024-01-12 15:41:56.750,2024-01-12 21:39:15.000,0,2
4825,217,1,2,241C3008-01-00,WPR1WPR1,-L5L6,咬蝕量,5.199,2024-01-12 15:49:20.210,2024-01-17 10:39:20.820,0,1
4826,217,1,3,241C3008-01-00,WPR1WPR1,-L5L6,咬蝕量規格,4.3 / 5.3 / 3.3,2024-01-12 15:49:20.210,2024-01-17 10:54:27.897,0,1
4827,217,1,4,241C3008-01-00,WPR1WPR1,-L5L6,最大銅厚,5.64,2024-01-12 15:49:20.210,2024-01-12 16:19:44.817,0,1
4828,217,1,5,241C3008-01-00,WPR1WPR1,-L5L6,最小銅厚,4.95,2024-01-12 15:49:20.210,2024-01-12 16:19:45.003,0,1
4829,217,1,6,241C3008-01-00,WPR1WPR1,-L5L6,平均銅厚,5.373,2024-01-12 15:49:20.210,2024-01-12 16:19:45.290,0,1
4830,217,1,7,241C3008-01-00,WPR1WPR1,-L5L6,銅厚規格,12,2024-01-12 15:49:20.210,2024-01-12 15:49:22.673,0,1
4831,217,1,8,241C3008-01-00,WPR1WPR1,-L5L6,線速,2.5,2024-01-12 15:49:20.210,2024-01-23 12:03:08.000,0,1
4832,217,1,9,241C3008-01-00,WPR1WPR1,-L5L6,板邊編號(抽兩片),1,2024-01-12 15:49:20.210,2024-01-23 12:03:09.000,0,1
4857,219,51,197,23CM3039-02-00,ABF2MPO1,-L2L9,檢驗片數,4,2024-01-12 16:02:05.203,NULL,0,1
