Pkey,AreaID,PID,Area,ProcName,Password,ParameterName,EnglishName,isQuery,QID,isRequire,DefaultValues,hasFace,OnlyDisplay,Enable,CreateTime,UpdateTime
1000,30,14,SMKEXP(EXP#6),NULL,,GS6 能量Pos._5,GS6 UV energy Pos._5,0,0,1,,NULL,0,1,2024-06-19 17:11:46.383,2024-06-19 17:11:46.383
1001,30,15,SMKEXP(EXP#6),NULL,,GS6 能量Pos._9,GS6 UV energy Pos._9,0,0,1,,NULL,0,1,2024-06-19 17:11:46.383,2024-06-19 17:11:46.383
1002,30,17,SMKEXP(EXP#6),NULL,,生產D值 GS5/GS6,,0,0,1,,NULL,0,1,2024-06-19 17:11:46.383,2024-06-19 17:11:46.383
1003,30,18,SMKEXP(EXP#6),NULL,,重工板編,Rework panel no.,0,0,1,,NULL,0,1,2024-06-19 17:11:46.383,2024-06-19 17:11:46.383
1004,30,16,SMKEXP(EXP#6),NULL,,GS6 Counter value,,0,0,1,,NULL,0,1,2024-06-19 17:11:46.383,2024-06-19 17:11:46.383
1005,31,16,SMKEXP(EXP#7),NULL,,GS6 Counter value,,0,0,1,,NULL,0,1,2024-06-19 17:11:46.383,2024-06-19 17:11:46.383
1007,29,2,SMKUDI(DI#1.4),NULL,,油墨,Ink,1,150,1,,NULL,0,1,2024-06-19 17:11:46.383,2024-06-19 17:11:46.383
1008,29,3,SMKUDI(DI#1.4),NULL,,程式名稱,Recipe,0,0,1,,NULL,0,1,2024-06-19 17:11:46.383,2024-06-19 17:11:46.383
1009,29,4,SMKUDI(DI#1.4),NULL,,曝光模式,EXP mode,0,0,1,,NULL,0,1,2024-06-19 17:11:46.383,2024-06-19 17:11:46.383
1010,29,5,SMKUDI(DI#1.4),NULL,,生產D值 GS5/GS6,Produce D value GS5/GS6,0,0,1,,NULL,0,1,2024-06-19 17:11:46.383,2024-06-19 17:11:46.383
1011,29,6,SMKUDI(DI#1.4),NULL,,能量GS5/GS6,UV energy GS5/GS6,0,0,1,,NULL,0,1,2024-06-19 17:11:46.383,2024-06-19 17:11:46.383
1012,29,7,SMKUDI(DI#1.4),NULL,,重工板編,Rework panel no.,0,0,1,,NULL,0,1,2024-06-19 17:11:46.383,2024-06-19 17:11:46.383
1014,28,2,SMKUDI(DI#2.3),NULL,,油墨,Ink,1,149,1,,NULL,0,1,2024-06-19 17:11:46.383,2024-06-19 17:11:46.383
1015,28,3,SMKUDI(DI#2.3),NULL,,程式名稱,Recipe,0,0,1,,NULL,0,1,2024-06-19 17:11:46.383,2024-06-19 17:11:46.383
1016,28,4,SMKUDI(DI#2.3),NULL,,曝光模式,EXP mode,0,0,1,,NULL,0,1,2024-06-19 17:11:46.383,2024-06-19 17:11:46.383
1017,28,5,SMKUDI(DI#2.3),NULL,,生產D值 GS5/GS6,Produce D value GS5/GS6,0,0,1,,NULL,0,1,2024-06-19 17:11:46.383,2024-06-19 17:11:46.383
1018,28,6,SMKUDI(DI#2.3),NULL,,能量GS5/GS6,UV energy GS5/GS6,0,0,1,,NULL,0,1,2024-06-19 17:11:46.383,2024-06-19 17:11:46.383
1019,28,7,SMKUDI(DI#2.3),NULL,,重工板編,Rework panel no.,0,0,1,,NULL,0,1,2024-06-19 17:11:46.383,2024-06-19 17:11:46.383
1020,49,3,EPGPMA,NULL,,片數,Panel No.,0,0,1,NA,NULL,0,1,2024-06-19 17:11:46.383,2024-06-19 17:11:46.383
1021,49,4,EPGPMA,NULL,,狀態(首件/量產),Status(First/mass),0,0,1,量產,NULL,0,1,2024-06-19 17:11:46.383,2024-06-19 17:11:46.383
1022,49,5,EPGPMA,NULL,,ENEPIG生產狀況,Production Status,0,0,1,NA,NULL,0,1,2024-06-19 17:11:46.383,2024-06-19 17:11:46.383
1023,49,6,EPGPMA,NULL,,使用程式,Program,0,0,1,,NULL,0,1,2024-06-19 17:11:46.383,2024-06-19 17:11:46.383
1024,49,7,EPGPMA,NULL,,SM 白霧缺點率(%),SM Atomization Defect Ratio,0,0,1,,NULL,0,1,2024-06-19 17:11:46.383,2024-06-19 17:11:46.383
1025,49,8,EPGPMA,NULL,,水滴角量測值(AVG),Contact Angle Measure Data (AVG),0,0,1,,NULL,0,1,2024-06-19 17:11:46.383,2024-06-19 17:11:46.383
1026,48,1,PSPIOX,NULL,,線別,side L/R,0,0,1,,NULL,0,1,2024-06-19 17:11:46.383,2024-06-19 17:11:46.383
1027,48,2,PSPIOX,NULL,,放板人員,LOADER,0,0,1,,NULL,0,1,2024-06-19 17:11:46.383,2024-06-19 17:11:46.383
1028,48,3,PSPIOX,NULL,,排版數,Panel_PCS,1,256,1,,NULL,0,1,2024-06-19 17:11:46.383,2024-06-19 17:11:46.383
1029,48,4,PSPIOX,NULL,,數量 Qty(PNL),,1,257,1,,NULL,0,1,2024-06-19 17:11:46.383,2024-06-19 17:11:46.383
1030,48,5,PSPIOX,NULL,,總共QT數量,TOTAL QT,1,258,1,,NULL,0,1,2024-06-19 17:11:46.383,2024-06-19 17:11:46.383
1031,48,6,PSPIOX,NULL,,抽驗數,Inspection Qty,0,0,1,,NULL,0,1,2024-06-19 17:11:46.383,2024-06-19 17:11:46.383
1032,48,7,PSPIOX,NULL,,污染變色,Discolor,0,0,1,,NULL,0,1,2024-06-19 17:11:46.383,2024-06-19 17:11:46.383
1033,48,8,PSPIOX,NULL,,刮傷數量,Scratch,0,0,1,,NULL,0,1,2024-06-19 17:11:46.383,2024-06-19 17:11:46.383
1034,48,9,PSPIOX,NULL,,異物殘留,Dust,0,0,1,,NULL,0,1,2024-06-19 17:11:46.383,2024-06-19 17:11:46.383
1035,48,10,PSPIOX,NULL,,水紋,Water Mark,0,0,1,,NULL,0,1,2024-06-19 17:11:46.383,2024-06-19 17:11:46.383
1036,48,11,PSPIOX,NULL,,無雷射記號,No Laser Mark,0,0,1,,NULL,0,1,2024-06-19 17:11:46.383,2024-06-19 17:11:46.383
1037,48,12,PSPIOX,NULL,,導電度,Conductivity,0,0,1,NA,NULL,0,1,2024-06-19 17:11:46.383,2024-06-19 17:11:46.383
1038,47,1,RUTCLN,NULL,,程式名稱,ROUTER PROGRAM,1,329,1,,NULL,0,1,2024-06-19 17:11:46.383,2024-06-19 17:11:46.383
1039,47,2,RUTCLN,NULL,,產品型式Type,lot Type,1,328,1,,NULL,0,1,2024-06-19 17:11:46.383,2024-06-19 17:11:46.383
1040,47,3,RUTCLN,NULL,,線別,Side L/R,0,0,1,,NULL,0,1,2024-06-19 17:11:46.383,2024-06-19 17:11:46.383
1041,47,4,RUTCLN,NULL,,放板人員,LOADER,0,0,1,,NULL,0,1,2024-06-19 17:11:46.383,2024-06-19 17:11:46.383
1042,47,5,RUTCLN,NULL,,收板人員,UNLOADER,0,0,1,,NULL,0,1,2024-06-19 17:11:46.383,2024-06-19 17:11:46.383
1043,47,6,RUTCLN,NULL,,排版數,Panel_PCS,1,254,1,,NULL,0,1,2024-06-19 17:11:46.383,2024-06-19 17:11:46.383
1044,47,8,RUTCLN,NULL,,總共QT數量,TOTAL QT,1,253,1,,NULL,0,1,2024-06-19 17:11:46.383,2024-06-19 17:11:46.383
1045,47,7,RUTCLN,NULL,,數量 Qty(PNL),,1,255,1,,NULL,0,1,2024-06-19 17:11:46.383,2024-06-19 17:11:46.383
1046,47,9,RUTCLN,NULL,,打雷射批號,Print lot number by laser,0,0,1,,NULL,0,1,2024-06-19 17:11:46.383,2024-06-19 17:11:46.383
1047,46,1,RUTPTM,NULL,,程式名稱,ROUTER PROGRAM,1,262,1,,NULL,0,1,2024-06-19 17:11:46.383,2024-06-19 17:11:46.383
1048,46,2,RUTPTM,NULL,,是否使用Barcode,USE BARCODE,0,0,1,,NULL,0,1,2024-06-19 17:11:46.383,2024-06-19 17:11:46.383
1049,46,3,RUTPTM,NULL,,課內流程單上的疊板數,Stack_pnl,0,0,1,,NULL,0,1,2024-06-19 17:11:46.383,2024-06-19 17:11:46.383
1050,46,4,RUTPTM,NULL,,生產總趟數,RUN CYCLE,0,0,1,,NULL,0,1,2024-06-19 17:11:46.383,2024-06-19 17:11:46.383
1051,46,5,RUTPTM,NULL,,每批損耗?刀(支),Router Bit Used every 1 LOT,0,0,1,,NULL,0,1,2024-06-19 17:11:46.383,2024-06-19 17:11:46.383
1052,46,6,RUTPTM,NULL,,銑刀種類,Router Bit Size Use,0,0,1,,NULL,0,1,2024-06-19 17:11:46.383,2024-06-19 17:11:46.383
1053,46,7,RUTPTM,NULL,,RUN CARD是否有RUT LID 欄位,Have RUTLID in Runcard(Y/N),0,0,1,,NULL,0,1,2024-06-19 17:11:46.383,2024-06-19 17:11:46.383
1054,46,8,RUTPTM,NULL,,入料 2D Code 確認,Input 2D Code Check,0,0,1,,NULL,0,1,2024-06-19 17:11:46.383,2024-06-19 17:11:46.383
1055,46,9,RUTPTM,NULL,,產品型式Type,lot Type,1,327,1,,NULL,0,1,2024-06-19 17:11:46.383,2024-06-19 17:11:46.383
1056,46,10,RUTPTM,NULL,,是否放置隔紙,USE PAPER,0,0,1,,NULL,0,1,2024-06-19 17:11:46.383,2024-06-19 17:11:46.383
1057,46,12,RUTPTM,NULL,,數量,QT,1,260,1,,NULL,0,1,2024-06-19 17:11:46.383,2024-06-19 17:11:46.383
1058,46,13,RUTPTM,NULL,,動態首件(R) 靜態首件(S) 非首件(-),,0,0,1,,NULL,0,1,2024-06-19 17:11:46.383,2024-06-19 17:11:46.383
1059,46,14,RUTPTM,NULL,,第一軸 是否有送測MAHR,(OK/NG/NA) SP1 measure mahr,0,0,1,NA,NULL,0,1,2024-06-19 17:11:46.383,2024-06-19 17:11:46.383
1060,46,15,RUTPTM,NULL,,第二軸 是否有送測MAHR,(OK/NG/NA) SP2 measure mahr,0,0,1,NA,NULL,0,1,2024-06-19 17:11:46.383,2024-06-19 17:11:46.383
1061,46,16,RUTPTM,NULL,,第三軸 是否有送測MAHR,(OK/NG/NA) SP3 measure mahr,0,0,1,NA,NULL,0,1,2024-06-19 17:11:46.383,2024-06-19 17:11:46.383
1062,46,17,RUTPTM,NULL,,第四軸 是否有送測MAHR,(OK/NG/NA) SP4 measure mahr,0,0,1,NA,NULL,0,1,2024-06-19 17:11:46.383,2024-06-19 17:11:46.383
1063,46,18,RUTPTM,NULL,,第五軸 是否有送測MAHR,(OK/NG/NA) SP5 measure mahr,0,0,1,NA,NULL,0,1,2024-06-19 17:11:46.383,2024-06-19 17:11:46.383
1064,46,19,RUTPTM,NULL,,A3外觀檢驗,A3 Outward check (OK/NG/NA),0,0,1,NA,NULL,0,1,2024-06-19 17:11:46.383,2024-06-19 17:11:46.383
1065,46,20,RUTPTM,NULL,,成型後 第一軸外觀檢驗,Outward check after first Routing (OK/NG/NA),0,0,1,NA,NULL,0,1,2024-06-19 17:11:46.383,2024-06-19 17:11:46.383
1066,46,21,RUTPTM,NULL,,成型後 第二軸外觀檢驗,Outward check after second Routing (OK/NG/NA),0,0,1,NA,NULL,0,1,2024-06-19 17:11:46.383,2024-06-19 17:11:46.383
1067,46,22,RUTPTM,NULL,,成型後 第三軸外觀檢驗,Outward check after third Routing (OK/NG/NA),0,0,1,NA,NULL,0,1,2024-06-19 17:11:46.383,2024-06-19 17:11:46.383
1068,46,23,RUTPTM,NULL,,成型後 第四軸外觀檢驗,Outward check after fourth Routing (OK/NG/NA),0,0,1,NA,NULL,0,1,2024-06-19 17:11:46.383,2024-06-19 17:11:46.383
1069,46,24,RUTPTM,NULL,,成型後 第五軸外觀檢驗,Outward check after fifth Routing (OK/NG/NA),0,0,1,NA,NULL,0,1,2024-06-19 17:11:46.383,2024-06-19 17:11:46.383
1070,46,25,RUTPTM,NULL,,原點偏移&刀具補償值,Origin offset & Tool offset,0,0,1,NA,NULL,0,1,2024-06-19 17:11:46.383,2024-06-19 17:11:46.383
1071,91,1,2D CODE#2,NULL,,產品型式Type,lot Type,1,330,1,,NULL,0,1,2024-06-19 17:11:46.383,2024-06-19 17:11:46.383
1072,91,2,2D CODE#2,NULL,,狀態(首件/量產),Status(First/mass),0,0,1,,NULL,0,1,2024-06-19 17:11:46.383,2024-06-19 17:11:46.383
1073,91,3,2D CODE#2,NULL,,抽驗數,Inspection Qty,0,0,1,,NULL,0,1,2024-06-19 17:11:46.383,2024-06-19 17:11:46.383
1074,91,4,2D CODE#2,NULL,,首件板號,1st run No.,0,0,1,,NULL,0,1,2024-06-19 17:11:46.383,2024-06-19 17:11:46.383
1075,91,5,2D CODE#2,NULL,,DMX262機台對比度>60%,2D contrast>60%,0,0,1,,NULL,0,1,2024-06-19 17:11:46.383,2024-06-19 17:11:46.383
1076,91,6,2D CODE#2,NULL,,整體等級,2D level,0,0,1,,NULL,0,1,2024-06-19 17:11:46.383,2024-06-19 17:11:46.383
1077,91,7,2D CODE#2,NULL,,量測位置,Measurement position,0,0,1,,NULL,0,1,2024-06-19 17:11:46.383,2024-06-19 17:11:46.383
1078,91,8,2D CODE#2,NULL,,Dot 特定方向,(Dot dotspecific direction Right down),0,0,1,,NULL,0,1,2024-06-19 17:11:46.383,2024-06-19 17:11:46.383
1079,91,9,2D CODE#2,NULL,,2D Code面積比例>15%,2D area ratio spec>15%,0,0,1,,NULL,0,1,2024-06-19 17:11:46.383,2024-06-19 17:11:46.383
1080,91,10,2D CODE#2,NULL,,WYKO平均孔深Via,Via Mean Depth(AVG),0,247,1,,NULL,0,1,2024-06-19 17:11:46.383,2024-06-19 17:11:46.383
1081,91,11,2D CODE#2,NULL,,WYKO孔深最小值Via方形(RECT)<13um,Via Mean B Depth<13um (MAX),0,248,1,,NULL,0,1,2024-06-19 17:11:46.383,2024-06-19 17:11:46.383
1082,91,12,2D CODE#2,NULL,,WYKO孔深最大值Via方形(RECT)>5um,Via Mean B Depth>5um (MIN),0,249,1,,NULL,0,1,2024-06-19 17:11:46.383,2024-06-19 17:11:46.383
1083,89,22,TSTTST,NULL,,PASS良率,,1,86,1,,NULL,0,1,2024-06-19 17:11:46.383,2024-06-19 17:11:46.383
1084,89,23,TSTTST,NULL,,OPEN不良率,,1,87,1,,NULL,0,1,2024-06-19 17:11:46.383,2024-06-19 17:11:46.383
1085,89,38,TSTTST,NULL,,板邊崩缺,Chip out,0,0,1,0,NULL,0,1,2024-06-19 17:11:46.383,2024-06-19 17:11:46.383
1086,89,39,TSTTST,NULL,,板邊崩缺缺點率,,1,95,1,,NULL,0,1,2024-06-19 17:11:46.383,2024-06-19 17:11:46.383
1087,2,5,MDLPOS,NULL,,Pin孔到板邊距離(左)綠膠側(上) 254mm+/-1mm,Pin hole to board side distance(Right) Green 254mm+/-1mm,0,0,1,,NULL,0,1,2024-06-19 17:11:46.383,2024-06-19 17:11:46.383
1088,2,6,MDLPOS,NULL,,Pin孔到板邊距離(右)白膠側(上) 254mm+/-1mm,Pin hole to board side distance(Left) White 254mm+/-1mm,0,0,1,,NULL,0,1,2024-06-19 17:11:46.383,2024-06-19 17:11:46.383
1089,2,7,MDLPOS,NULL,,PIN孔邊與板邊距離左(綠膠側) 5.5mm+/-1mm,Pin hole side to board side distance(Green) 5.5mm+/-1mm,0,0,1,,NULL,0,1,2024-06-19 17:11:46.383,2024-06-19 17:11:46.383
1090,2,8,MDLPOS,NULL,,PIN孔邊與板邊距離右(白膠側) 5.5mm+/-1mm,Pin hole side to board side distance(White) 5.5mm+/-1mm,0,0,1,,NULL,0,1,2024-06-19 17:11:46.383,2024-06-19 17:11:46.383
1091,2,9,MDLPOS,NULL,,打PIN深度 0.6~2.0mm,Pin depth spec is 0.6~2.0mm,0,0,1,,NULL,0,1,2024-06-19 17:11:46.383,2024-06-19 17:11:46.383
1092,52,18,ABFBZO,NULL,,Ra1,,1,339,1,,NULL,0,1,2024-06-19 17:11:46.383,2024-06-19 17:11:46.383
1093,52,19,ABFBZO,NULL,,Ra2,,1,340,1,,NULL,0,1,2024-06-19 17:11:46.383,2024-06-19 17:11:46.383
1094,52,20,ABFBZO,NULL,,Ra3,,1,341,1,,NULL,0,1,2024-06-19 17:11:46.383,2024-06-19 17:11:46.383
1095,52,21,ABFBZO,NULL,,AVG Ra,,1,44,1,,NULL,0,1,2024-06-19 17:11:46.383,2024-06-19 17:11:46.383
1096,52,22,ABFBZO,NULL,,MAX Ra,,1,45,1,,NULL,0,1,2024-06-19 17:11:46.383,2024-06-19 17:11:46.383
1097,52,23,ABFBZO,NULL,,MIN Ra,,1,46,1,,NULL,0,1,2024-06-19 17:11:46.383,2024-06-19 17:11:46.383
1098,53,18,ABFMEC,NULL,,Ra1,,1,342,1,,NULL,0,1,2024-06-19 17:11:46.383,2024-06-19 17:11:46.383
1099,53,19,ABFMEC,NULL,,Ra2,,1,343,1,,NULL,0,1,2024-06-19 17:11:46.383,2024-06-19 17:11:46.383
1100,53,20,ABFMEC,NULL,,Ra3,,1,344,1,,NULL,0,1,2024-06-19 17:11:46.383,2024-06-19 17:11:46.383
1101,53,21,ABFMEC,NULL,,AVG Ra,,1,47,1,,NULL,0,1,2024-06-19 17:11:46.383,2024-06-19 17:11:46.383
1102,53,22,ABFMEC,NULL,,MAX Ra,,1,48,1,,NULL,0,1,2024-06-19 17:11:46.383,2024-06-19 17:11:46.383
1103,53,23,ABFMEC,NULL,,MIN Ra,,1,49,1,,NULL,0,1,2024-06-19 17:11:46.383,2024-06-19 17:11:46.383
1104,54,18,ABFCZO,NULL,,Ra1,,1,345,1,,NULL,0,1,2024-06-19 17:11:46.383,2024-06-19 17:11:46.383
1105,54,19,ABFCZO,NULL,,Ra2,,1,346,1,,NULL,0,1,2024-06-19 17:11:46.383,2024-06-19 17:11:46.383
1106,54,20,ABFCZO,NULL,,Ra3,,1,347,1,,NULL,0,1,2024-06-19 17:11:46.383,2024-06-19 17:11:46.383
1107,54,21,ABFCZO,NULL,,AVG Ra,,1,56,1,,NULL,0,1,2024-06-19 17:11:46.383,2024-06-19 17:11:46.383
1108,54,22,ABFCZO,NULL,,MAX Ra,,1,57,1,,NULL,0,1,2024-06-19 17:11:46.383,2024-06-19 17:11:46.383
1109,54,23,ABFCZO,NULL,,MIN Ra,,1,58,1,,NULL,0,1,2024-06-19 17:11:46.383,2024-06-19 17:11:46.383
1110,88,12,TSTPBC,NULL,,小球缺點率,,1,80,1,,NULL,0,1,2024-06-19 17:11:46.383,2024-06-19 17:11:46.383
1111,88,14,TSTPBC,NULL,,掉球缺點率,,1,81,1,,NULL,0,1,2024-06-19 17:11:46.383,2024-06-19 17:11:46.383
1112,88,16,TSTPBC,NULL,,綠漆凹陷缺點率,,1,82,1,,NULL,0,1,2024-06-19 17:11:46.383,2024-06-19 17:11:46.383
1113,88,18,TSTPBC,NULL,,綠漆刮傷缺點率,,1,83,1,,NULL,0,1,2024-06-19 17:11:46.383,2024-06-19 17:11:46.383
1114,88,30,TSTPBC,NULL,,報廢總數,,1,84,1,,NULL,0,1,2024-06-19 17:11:46.383,2024-06-19 17:11:46.383
1115,88,31,TSTPBC,NULL,,報廢率,,1,85,1,,NULL,0,1,2024-06-19 17:11:46.383,2024-06-19 17:11:46.383
1116,89,40,TSTTST,NULL,,錫皺,Bump wrinkles,0,0,1,0,NULL,0,1,2024-06-19 17:11:46.383,2024-06-19 17:11:46.383
1117,89,41,TSTTST,NULL,,錫皺缺點率,,1,96,1,,NULL,0,1,2024-06-19 17:11:46.383,2024-06-19 17:11:46.383
1118,89,42,TSTTST,NULL,,板彎翹,Warpage,0,0,1,0,NULL,0,1,2024-06-19 17:11:46.383,2024-06-19 17:11:46.383
1119,89,43,TSTTST,NULL,,板彎翹缺點率,,1,97,1,,NULL,0,1,2024-06-19 17:11:46.383,2024-06-19 17:11:46.383
1120,89,44,TSTTST,NULL,,錫污,Bump pollute,0,0,1,0,NULL,0,1,2024-06-19 17:11:46.383,2024-06-19 17:11:46.383
1121,89,45,TSTTST,NULL,,錫污缺點率,,1,98,1,,NULL,0,1,2024-06-19 17:11:46.383,2024-06-19 17:11:46.383
1122,89,46,TSTTST,NULL,,異物,Foreign body,0,0,1,0,NULL,0,1,2024-06-19 17:11:46.383,2024-06-19 17:11:46.383
1123,89,47,TSTTST,NULL,,異物缺點率,,1,99,1,,NULL,0,1,2024-06-19 17:11:46.383,2024-06-19 17:11:46.383
1124,89,48,TSTTST,NULL,,綠漆凹陷,SM Dent,0,0,1,0,NULL,0,1,2024-06-19 17:11:46.383,2024-06-19 17:11:46.383
1125,89,49,TSTTST,NULL,,綠漆凹陷缺點率,,1,100,1,,NULL,0,1,2024-06-19 17:11:46.383,2024-06-19 17:11:46.383
1126,89,51,TSTTST,NULL,,綠漆刮傷缺點率,,1,101,1,,NULL,0,1,2024-06-19 17:11:46.383,2024-06-19 17:11:46.383
1127,89,50,TSTTST,NULL,,綠漆刮傷,SM scratch,0,0,1,0,NULL,0,1,2024-06-19 17:11:46.383,2024-06-19 17:11:46.383
1128,96,1,2D CODE#7,NULL,,產品型式Type,lot Type,1,335,1,,NULL,0,1,2024-06-19 17:11:46.383,2024-06-19 17:11:46.383
1129,96,2,2D CODE#7,NULL,,狀態(首件/量產),Status(First/Mass),0,0,1,,NULL,0,1,2024-06-19 17:11:46.383,2024-06-19 17:11:46.383
1130,96,3,2D CODE#7,NULL,,抽驗數,Inspection Qty,0,0,1,,NULL,0,1,2024-06-19 17:11:46.383,2024-06-19 17:11:46.383
1131,96,4,2D CODE#7,NULL,,首件板號,1st run No.,0,0,1,,NULL,0,1,2024-06-19 17:11:46.383,2024-06-19 17:11:46.383
1132,96,5,2D CODE#7,NULL,,DMX262機台對比度(1)  1*1>40%  1.6*1.6>50%,2D Contrast(1)  1*1>40%  1.6*1.6>50%,0,0,1,,NULL,0,1,2024-06-19 17:11:46.383,2024-06-19 17:11:46.383
1133,96,6,2D CODE#7,NULL,,整體等級(1),2D Level(1),0,0,1,,NULL,0,1,2024-06-19 17:11:46.383,2024-06-19 17:11:46.383
1134,96,7,2D CODE#7,NULL,,量測位置(1),Measurement position(1),0,0,1,,NULL,0,1,2024-06-19 17:11:46.383,2024-06-19 17:11:46.383
1135,96,17,2D CODE#7,NULL,,Dot 特定方向,(Dot dotspecific direction Right down),0,0,1,右下,NULL,0,1,2024-06-19 17:11:46.383,2024-06-19 17:11:46.383
1136,96,18,2D CODE#7,NULL,,2D Code面積比例% (Spec 50+-10%),2D area ratio (Spec 50+-10%),0,0,1,,NULL,0,1,2024-06-19 17:11:46.383,2024-06-19 17:11:46.383
1137,96,19,2D CODE#7,NULL,,WYKO 平均孔深Via,Via Mean Depth (Avg.),0,210,1,NA,NULL,0,1,2024-06-19 17:11:46.383,2024-06-19 17:11:46.383
1138,96,20,2D CODE#7,NULL,,WYKO 孔深最大值Via 方形(Rect) <13um,Via Mean Depth (Max.)<13um,0,212,1,NA,NULL,0,1,2024-06-19 17:11:46.383,2024-06-19 17:11:46.383
1139,96,21,2D CODE#7,NULL,,WYKO 孔深最小值Via 方形(Rect) >5um,Via Mean Depth (Min.)>5um,0,213,1,NA,NULL,0,1,2024-06-19 17:11:46.383,2024-06-19 17:11:46.383
1140,96,22,2D CODE#7,NULL,,HUP WYKO 平均孔深Via,Via Mean Depth (Avg.),0,214,1,,NULL,0,1,2024-06-19 17:11:46.383,2024-06-19 17:11:46.383
1141,96,23,2D CODE#7,NULL,,HUP WYKO 孔深平均最大值Via 方形(Rect) <13um (Max.),HUP Via Mean B DepthFC<13um,0,215,1,,NULL,0,1,2024-06-19 17:11:46.383,2024-06-19 17:11:46.383
1142,96,24,2D CODE#7,NULL,,HUP WYKO 孔深平均最小值Via 方形(Rect) >5um (Min.),HUP Via Mean B > 5um,0,216,1,,NULL,0,1,2024-06-19 17:11:46.383,2024-06-19 17:11:46.383
1143,96,25,2D CODE#7,NULL,,HDW WYKO 平均孔深Via,HUD Via Mean Depth(Avg.),0,217,1,,NULL,0,1,2024-06-19 17:11:46.383,2024-06-19 17:11:46.383
1144,96,26,2D CODE#7,NULL,,HDW WYKO 孔深平均最大值Via 方形(Rect) <13um (Max.),HDW Via Mean B DepthFC<13um,0,218,1,,NULL,0,1,2024-06-19 17:11:46.383,2024-06-19 17:11:46.383
1145,96,27,2D CODE#7,NULL,,HDW WYKO 孔深平均最小值Via 方形 (Rect) >5um (Min.),HDW Via Mean B > 5um,0,219,1,,NULL,0,1,2024-06-19 17:11:46.383,2024-06-19 17:11:46.383
1146,96,28,2D CODE#7,NULL,,自動能量檢驗,Auto check POWER,0,0,1,,NULL,0,1,2024-06-19 17:11:46.383,2024-06-19 17:11:46.383
1147,96,29,2D CODE#7,NULL,,頻率,HZ,0,0,1,,NULL,0,1,2024-06-19 17:11:46.383,2024-06-19 17:11:46.383
1148,96,30,2D CODE#7,NULL,,功率電流,Diode Current,0,0,1,,NULL,0,1,2024-06-19 17:11:46.383,2024-06-19 17:11:46.383
1150,96,32,2D CODE#7,NULL,,確認Log file片數量,Check log file total PNL,0,0,1,,NULL,0,1,2024-06-19 17:11:46.383,2024-06-19 17:11:46.383
1151,96,33,2D CODE#7,NULL,,委託單號,WYKO No#,0,0,1,NA,NULL,0,1,2024-06-19 17:11:46.383,2024-06-19 17:11:46.383
1152,96,34,2D CODE#7,NULL,,全檢是否OK,Appearance check(OK),0,0,1,,NULL,0,1,2024-06-19 17:11:46.383,2024-06-19 17:11:46.383
1153,96,35,2D CODE#7,NULL,,劃記型式,X-out type,0,0,1,XOUT,NULL,0,1,2024-06-19 17:11:46.383,2024-06-19 17:11:46.383
1154,96,36,2D CODE#7,NULL,,劃記面次 Chip,X-out side,0,0,1,CHIP,NULL,0,1,2024-06-19 17:11:46.383,2024-06-19 17:11:46.383
1155,96,37,2D CODE#7,NULL,,Center檔與料號是否一致,Center code same with partname,0,0,1,,NULL,0,1,2024-06-19 17:11:46.383,2024-06-19 17:11:46.383
1156,96,38,2D CODE#7,NULL,,是否打印在光學點上,Print on optical dots(Y/N),0,0,1,,NULL,0,1,2024-06-19 17:11:46.383,2024-06-19 17:11:46.383
1157,96,39,2D CODE#7,NULL,,劃記打印數,X-out quantity(mapping),0,0,1,,NULL,0,1,2024-06-19 17:11:46.383,2024-06-19 17:11:46.383
1158,96,40,2D CODE#7,NULL,,機台劃記數量,X-out quantity(machine log),0,0,1,,NULL,0,1,2024-06-19 17:11:46.383,2024-06-19 17:11:46.383
1159,95,1,2D CODE#6,NULL,,產品型式Type,lot Type,1,334,1,,NULL,0,1,2024-06-19 17:11:46.383,2024-06-19 17:11:46.383
1160,95,2,2D CODE#6,NULL,,狀態(首件/量產),Status(First/Mass),0,0,1,,NULL,0,1,2024-06-19 17:11:46.383,2024-06-19 17:11:46.383
1161,95,3,2D CODE#6,NULL,,抽驗數,Inspection Qty,0,0,1,,NULL,0,1,2024-06-19 17:11:46.383,2024-06-19 17:11:46.383
1162,95,4,2D CODE#6,NULL,,首件板號,1st run No.,0,0,1,,NULL,0,1,2024-06-19 17:11:46.383,2024-06-19 17:11:46.383
1163,95,5,2D CODE#6,NULL,,DMX262機台對比度(1)  1*1>40%  1.6*1.6>50%,2D Contrast(1)  1*1>40%  1.6*1.6>50%,0,0,1,,NULL,0,1,2024-06-19 17:11:46.383,2024-06-19 17:11:46.383
1164,95,6,2D CODE#6,NULL,,整體等級(1),2D Level(1),0,0,1,,NULL,0,1,2024-06-19 17:11:46.383,2024-06-19 17:11:46.383
1165,95,7,2D CODE#6,NULL,,量測位置(1),Measurement position(1),0,0,1,,NULL,0,1,2024-06-19 17:11:46.383,2024-06-19 17:11:46.383
1166,95,17,2D CODE#6,NULL,,Dot 特定方向,(Dot dotspecific direction Right down),0,0,1,右下,NULL,0,1,2024-06-19 17:11:46.383,2024-06-19 17:11:46.383
